positive, negative, cool, BID, funny, stars, date,type,useful
2,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2012-08-21, review, 0, 
2,0,1, kj3qws3WSMgOotUeACSdFA, 0, 5, 2012-09-15, review, 1, 
2,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2013-07-16, review, 0, 
1,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2013-07-20, review, 0, 
6,2,1, kj3qws3WSMgOotUeACSdFA, 0, 2, 2013-08-04, review, 3, 
3,2,1, kj3qws3WSMgOotUeACSdFA, 0, 5, 2013-08-06, review, 1, 
14,1,1, kj3qws3WSMgOotUeACSdFA, 0, 3, 2013-08-09, review, 3, 
3,1,0, kj3qws3WSMgOotUeACSdFA, 0, 3, 2013-09-05, review, 0, 
3,5,1, kj3qws3WSMgOotUeACSdFA, 0, 2, 2013-09-29, review, 2, 
7,1,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2013-10-03, review, 2, 
1,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2013-12-12, review, 1, 
3,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2014-01-21, review, 0, 
8,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-01-25, review, 2, 
3,0,2, kj3qws3WSMgOotUeACSdFA, 1, 5, 2014-01-25, review, 1, 
9,1,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2014-04-01, review, 0, 
4,1,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-04-05, review, 0, 
6,2,1, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-04-13, review, 0, 
3,1,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2014-06-15, review, 0, 
3,2,0, kj3qws3WSMgOotUeACSdFA, 0, 1, 2014-06-18, review, 0, 
5,0,0, kj3qws3WSMgOotUeACSdFA, 0, 3, 2014-06-24, review, 0, 
1,0,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2014-06-30, review, 0, 
2,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-07-14, review, 0, 
3,0,0, kj3qws3WSMgOotUeACSdFA, 0, 3, 2014-07-20, review, 0, 
4,1,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-07-21, review, 0, 
7,9,0, kj3qws3WSMgOotUeACSdFA, 0, 4, 2014-07-26, review, 0, 
4,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-08-18, review, 0, 
0,0,0, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-08-24, review, 0, 
18,9,0, kj3qws3WSMgOotUeACSdFA, 0, 3, 2014-11-08, review, 0, 
12,4,2, kj3qws3WSMgOotUeACSdFA, 0, 5, 2014-12-21, review, 1, 
3,2,0, _aGVicux2dJm9sqzLSCJtg, 1, 1, 2012-08-13, review, 0, 
2,0,0, _aGVicux2dJm9sqzLSCJtg, 0, 5, 2013-01-09, review, 0, 
2,2,1, _aGVicux2dJm9sqzLSCJtg, 0, 4, 2014-08-20, review, 0, 
9,3,1, tyXvO1G2qK3MUfaap30auw, 0, 3, 2009-01-21, review, 4, 
4,2,3, tyXvO1G2qK3MUfaap30auw, 1, 5, 2011-09-06, review, 5, 
1,1,0, tyXvO1G2qK3MUfaap30auw, 0, 5, 2011-11-25, review, 0, 
8,0,0, tyXvO1G2qK3MUfaap30auw, 0, 4, 2012-07-02, review, 0, 
4,0,0, tyXvO1G2qK3MUfaap30auw, 0, 4, 2012-10-05, review, 0, 
7,3,0, tyXvO1G2qK3MUfaap30auw, 0, 5, 2012-11-23, review, 2, 
4,0,0, tyXvO1G2qK3MUfaap30auw, 0, 4, 2013-11-05, review, 0, 
5,1,0, tyXvO1G2qK3MUfaap30auw, 0, 4, 2014-03-22, review, 0, 
1,1,0, tyXvO1G2qK3MUfaap30auw, 0, 5, 2014-03-25, review, 0, 
0,4,0, tyXvO1G2qK3MUfaap30auw, 0, 2, 2014-06-26, review, 2, 
4,1,0, tyXvO1G2qK3MUfaap30auw, 0, 4, 2014-09-03, review, 2, 
7,0,1, tyXvO1G2qK3MUfaap30auw, 0, 5, 2014-09-16, review, 0, 
4,0,0, tyXvO1G2qK3MUfaap30auw, 0, 5, 2014-10-29, review, 0, 
8,5,2, niW0ggRVPW5fafcfImdK7w, 6, 5, 2006-10-09, review, 4, 
2,0,2, niW0ggRVPW5fafcfImdK7w, 0, 4, 2006-10-10, review, 3, 
3,1,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2007-03-27, review, 2, 
1,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2007-04-25, review, 1, 
6,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2007-07-20, review, 2, 
3,1,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2007-08-09, review, 2, 
0,3,1, niW0ggRVPW5fafcfImdK7w, 1, 4, 2008-02-03, review, 2, 
1,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2008-03-03, review, 1, 
8,4,1, niW0ggRVPW5fafcfImdK7w, 0, 3, 2008-12-17, review, 2, 
7,3,1, niW0ggRVPW5fafcfImdK7w, 0, 3, 2009-01-21, review, 4, 
1,1,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2009-02-12, review, 1, 
5,2,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2009-02-13, review, 2, 
11,2,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2009-06-02, review, 1, 
6,1,2, niW0ggRVPW5fafcfImdK7w, 1, 5, 2009-06-27, review, 4, 
3,4,3, niW0ggRVPW5fafcfImdK7w, 2, 4, 2009-07-21, review, 4, 
3,0,2, niW0ggRVPW5fafcfImdK7w, 1, 4, 2009-07-28, review, 3, 
4,1,2, niW0ggRVPW5fafcfImdK7w, 2, 5, 2009-08-13, review, 3, 
9,3,3, niW0ggRVPW5fafcfImdK7w, 5, 5, 2009-10-02, review, 5, 
2,1,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2009-11-17, review, 1, 
5,0,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2009-12-31, review, 2, 
4,2,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2010-01-02, review, 2, 
5,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2010-01-28, review, 2, 
3,1,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2010-02-17, review, 2, 
6,1,0, niW0ggRVPW5fafcfImdK7w, 1, 5, 2010-05-02, review, 2, 
8,0,3, niW0ggRVPW5fafcfImdK7w, 1, 5, 2010-07-01, review, 4, 
1,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2010-07-15, review, 1, 
3,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2010-07-26, review, 2, 
6,2,0, niW0ggRVPW5fafcfImdK7w, 2, 2, 2010-08-26, review, 1, 
9,2,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2010-10-11, review, 3, 
1,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2010-10-14, review, 1, 
3,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2010-12-26, review, 0, 
5,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2011-01-17, review, 0, 
9,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2011-02-17, review, 1, 
4,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-04-15, review, 0, 
3,0,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2011-04-27, review, 1, 
7,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-04-28, review, 2, 
1,3,10, niW0ggRVPW5fafcfImdK7w, 13, 4, 2011-06-01, review, 12, 
10,8,1, niW0ggRVPW5fafcfImdK7w, 1, 4, 2011-06-14, review, 2, 
6,1,1, niW0ggRVPW5fafcfImdK7w, 1, 4, 2011-08-16, review, 1, 
9,4,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2011-08-18, review, 1, 
7,1,4, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-08-19, review, 6, 
0,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-08-25, review, 0, 
5,6,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2011-09-06, review, 3, 
48,5,2, niW0ggRVPW5fafcfImdK7w, 2, 4, 2011-09-13, review, 3, 
3,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-10-03, review, 0, 
4,5,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2011-11-19, review, 3, 
2,1,0, niW0ggRVPW5fafcfImdK7w, 0, 1, 2012-01-26, review, 0, 
5,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-01-29, review, 2, 
3,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-02-21, review, 1, 
14,3,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-02-26, review, 0, 
7,2,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-02-29, review, 0, 
0,1,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-03-24, review, 3, 
8,3,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-03-26, review, 1, 
1,1,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-04-19, review, 1, 
27,8,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-05-21, review, 0, 
7,5,4, niW0ggRVPW5fafcfImdK7w, 2, 5, 2012-05-23, review, 5, 
5,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-06-24, review, 3, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-06-29, review, 0, 
4,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-09-13, review, 3, 
0,2,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-10-05, review, 1, 
1,1,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2012-10-18, review, 3, 
5,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-10-22, review, 1, 
1,0,0, niW0ggRVPW5fafcfImdK7w, 1, 5, 2012-11-24, review, 2, 
7,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2012-12-14, review, 1, 
4,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-01-03, review, 2, 
0,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-01-16, review, 1, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-02-10, review, 2, 
8,3,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-03-06, review, 1, 
1,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2013-03-07, review, 2, 
3,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-04-08, review, 1, 
2,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-06-17, review, 0, 
7,1,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-07-03, review, 3, 
2,2,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-07-20, review, 1, 
3,1,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2013-07-23, review, 2, 
11,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-08-02, review, 3, 
2,1,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2013-08-31, review, 1, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-09-15, review, 0, 
5,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-09-17, review, 0, 
5,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-09-18, review, 0, 
2,1,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-10-25, review, 2, 
1,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2013-11-25, review, 1, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-01-22, review, 0, 
1,0,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2014-03-10, review, 1, 
3,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-03-13, review, 0, 
0,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-03-24, review, 0, 
10,0,4, niW0ggRVPW5fafcfImdK7w, 1, 5, 2014-04-29, review, 7, 
14,4,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2014-05-11, review, 1, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2014-05-13, review, 0, 
2,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-06-02, review, 0, 
0,0,0, niW0ggRVPW5fafcfImdK7w, 0, 4, 2014-06-10, review, 1, 
4,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-06-23, review, 1, 
1,0,1, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-07-07, review, 0, 
5,1,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-08-04, review, 0, 
9,1,2, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-09-03, review, 1, 
4,0,0, niW0ggRVPW5fafcfImdK7w, 0, 5, 2014-09-07, review, 0, 
6,0,1, niW0ggRVPW5fafcfImdK7w, 0, 4, 2014-09-16, review, 1, 
13,2,1, niW0ggRVPW5fafcfImdK7w, 1, 5, 2014-11-10, review, 1, 
8,2,0, niW0ggRVPW5fafcfImdK7w, 0, 1, 2014-12-27, review, 0, 
9,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2007-07-14, review, 0, 
2,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2009-01-25, review, 0, 
1,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2009-04-09, review, 1, 
15,5,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2009-10-17, review, 1, 
6,2,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2010-04-11, review, 1, 
10,4,1, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2010-04-12, review, 1, 
7,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2010-08-06, review, 0, 
1,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2010-08-13, review, 0, 
3,2,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2010-11-22, review, 2, 
5,2,0, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2010-12-25, review, 0, 
1,4,1, TASUnYvk_nvTUyKtroCJSA, 1, 5, 2012-02-22, review, 3, 
7,4,0, TASUnYvk_nvTUyKtroCJSA, 1, 5, 2012-03-27, review, 1, 
4,0,6, TASUnYvk_nvTUyKtroCJSA, 4, 4, 2012-06-03, review, 7, 
14,4,5, TASUnYvk_nvTUyKtroCJSA, 2, 4, 2012-12-14, review, 2, 
4,7,3, TASUnYvk_nvTUyKtroCJSA, 1, 5, 2013-01-24, review, 5, 
4,2,0, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2013-04-15, review, 1, 
1,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2013-10-12, review, 0, 
0,1,0, TASUnYvk_nvTUyKtroCJSA, 1, 5, 2013-11-16, review, 0, 
1,1,0, TASUnYvk_nvTUyKtroCJSA, 1, 5, 2013-11-27, review, 2, 
4,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2014-01-10, review, 0, 
9,6,1, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2014-01-11, review, 1, 
4,2,1, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2014-03-29, review, 2, 
4,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2014-04-11, review, 0, 
1,2,0, TASUnYvk_nvTUyKtroCJSA, 0, 3, 2014-05-21, review, 0, 
1,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2014-08-23, review, 0, 
3,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2014-08-31, review, 0, 
10,0,1, TASUnYvk_nvTUyKtroCJSA, 0, 4, 2014-09-03, review, 0, 
6,6,1, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2014-10-20, review, 1, 
2,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 3, 2014-10-28, review, 0, 
5,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2014-12-06, review, 0, 
0,0,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2015-01-05, review, 0, 
11,1,0, TASUnYvk_nvTUyKtroCJSA, 0, 5, 2015-01-08, review, 0, 
1,0,3, E_-4Y9vn-u-dPgp33TLRUQ, 1, 2, 2008-09-25, review, 0, 
4,2,0, E_-4Y9vn-u-dPgp33TLRUQ, 0, 3, 2009-06-10, review, 2, 
3,5,0, E_-4Y9vn-u-dPgp33TLRUQ, 1, 1, 2011-04-24, review, 1, 
1,1,0, E_-4Y9vn-u-dPgp33TLRUQ, 0, 3, 2011-05-13, review, 0, 
5,5,2, E_-4Y9vn-u-dPgp33TLRUQ, 0, 2, 2011-09-26, review, 0, 
3,0,1, E_-4Y9vn-u-dPgp33TLRUQ, 1, 3, 2011-10-31, review, 1, 
3,0,1, E_-4Y9vn-u-dPgp33TLRUQ, 0, 4, 2014-01-23, review, 1, 
5,1,0, E_-4Y9vn-u-dPgp33TLRUQ, 0, 3, 2014-02-22, review, 1, 
6,4,1, Msfys8NloDpAsWmhvC9T6A, 4, 5, 2009-02-15, review, 2, 
8,4,0, Msfys8NloDpAsWmhvC9T6A, 0, 2, 2010-10-12, review, 2, 
7,1,0, Msfys8NloDpAsWmhvC9T6A, 0, 3, 2010-11-02, review, 1, 
2,3,3, Msfys8NloDpAsWmhvC9T6A, 4, 4, 2011-01-10, review, 3, 
3,2,0, Msfys8NloDpAsWmhvC9T6A, 0, 3, 2011-04-21, review, 1, 
6,4,5, Msfys8NloDpAsWmhvC9T6A, 8, 5, 2011-08-11, review, 5, 
25,16,0, Msfys8NloDpAsWmhvC9T6A, 0, 2, 2012-01-04, review, 0, 
5,1,0, Msfys8NloDpAsWmhvC9T6A, 0, 3, 2012-02-23, review, 0, 
8,2,0, Msfys8NloDpAsWmhvC9T6A, 0, 2, 2012-09-01, review, 2, 
5,3,1, Msfys8NloDpAsWmhvC9T6A, 0, 5, 2013-03-25, review, 0, 
8,1,0, Msfys8NloDpAsWmhvC9T6A, 0, 3, 2013-09-30, review, 0, 
4,1,0, Msfys8NloDpAsWmhvC9T6A, 0, 1, 2014-07-19, review, 0, 
4,1,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2010-05-10, review, 0, 
6,1,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2010-07-17, review, 0, 
6,0,1, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2011-04-26, review, 0, 
20,3,6, DsxLIr-b6WlDn9YNsVBu_A, 6, 5, 2011-08-12, review, 10, 
9,1,1, DsxLIr-b6WlDn9YNsVBu_A, 1, 5, 2011-09-26, review, 1, 
0,0,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2013-02-23, review, 0, 
4,0,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2013-06-01, review, 0, 
5,1,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2013-06-12, review, 1, 
1,2,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 4, 2013-06-25, review, 0, 
3,0,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2013-07-01, review, 0, 
11,3,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2013-08-09, review, 3, 
5,1,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 4, 2013-11-02, review, 1, 
8,1,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2014-06-20, review, 0, 
3,5,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 2, 2014-09-17, review, 0, 
7,3,9, DsxLIr-b6WlDn9YNsVBu_A, 5, 5, 2014-11-11, review, 11, 
2,0,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 4, 2014-11-11, review, 0, 
9,3,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2014-12-09, review, 0, 
13,0,0, DsxLIr-b6WlDn9YNsVBu_A, 0, 5, 2014-12-20, review, 0, 
1,0,0, KH6stvNdq_aV0HvKw8P5yA, 0, 5, 2008-08-05, review, 1, 
6,0,0, KH6stvNdq_aV0HvKw8P5yA, 0, 4, 2008-09-25, review, 0, 
0,2,0, KH6stvNdq_aV0HvKw8P5yA, 0, 1, 2009-03-06, review, 0, 
5,0,2, KH6stvNdq_aV0HvKw8P5yA, 1, 4, 2009-06-08, review, 1, 
7,4,0, KH6stvNdq_aV0HvKw8P5yA, 0, 1, 2010-04-13, review, 3, 
0,2,1, KH6stvNdq_aV0HvKw8P5yA, 0, 1, 2010-05-10, review, 0, 
2,0,2, KH6stvNdq_aV0HvKw8P5yA, 2, 4, 2011-01-10, review, 3, 
6,1,0, KH6stvNdq_aV0HvKw8P5yA, 1, 4, 2011-06-01, review, 0, 
0,0,2, KH6stvNdq_aV0HvKw8P5yA, 1, 4, 2012-01-21, review, 3, 
1,0,0, KH6stvNdq_aV0HvKw8P5yA, 0, 4, 2013-06-01, review, 2, 
5,0,0, KH6stvNdq_aV0HvKw8P5yA, 0, 3, 2013-10-05, review, 0, 
1,0,0, KH6stvNdq_aV0HvKw8P5yA, 0, 5, 2014-03-01, review, 0, 
12,5,1, KH6stvNdq_aV0HvKw8P5yA, 0, 4, 2014-11-19, review, 0, 
12,3,0, KH6stvNdq_aV0HvKw8P5yA, 0, 3, 2014-12-19, review, 0, 
8,5,1, YTqSkgOiiI9HG3hNH7ovfg, 2, 4, 2011-12-10, review, 5, 
9,1,1, YTqSkgOiiI9HG3hNH7ovfg, 1, 4, 2011-12-30, review, 3, 
22,6,1, YTqSkgOiiI9HG3hNH7ovfg, 2, 4, 2012-07-11, review, 3, 
0,0,1, YTqSkgOiiI9HG3hNH7ovfg, 0, 4, 2012-07-12, review, 0, 
3,0,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 3, 2012-07-20, review, 1, 
2,6,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 2, 2012-09-01, review, 2, 
4,0,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 4, 2012-09-11, review, 0, 
3,1,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 3, 2012-09-30, review, 1, 
8,3,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 4, 2013-03-05, review, 1, 
1,2,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 2, 2013-09-16, review, 1, 
4,3,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 3, 2014-06-22, review, 1, 
0,1,0, YTqSkgOiiI9HG3hNH7ovfg, 0, 1, 2014-10-03, review, 0, 
2,3,1, 3_3yJMo2dTPeq8woOW69IA, 0, 5, 2008-08-22, review, 1, 
2,0,0, 3_3yJMo2dTPeq8woOW69IA, 0, 5, 2010-04-08, review, 1, 
3,2,1, 3_3yJMo2dTPeq8woOW69IA, 0, 3, 2010-09-10, review, 0, 
1,2,0, 3_3yJMo2dTPeq8woOW69IA, 0, 4, 2011-08-07, review, 0, 
2,0,0, 3_3yJMo2dTPeq8woOW69IA, 0, 4, 2012-06-24, review, 0, 
7,2,1, 3_3yJMo2dTPeq8woOW69IA, 1, 5, 2012-08-26, review, 1, 
1,0,0, 3_3yJMo2dTPeq8woOW69IA, 0, 4, 2013-09-09, review, 0, 
5,1,0, 3_3yJMo2dTPeq8woOW69IA, 0, 3, 2014-05-28, review, 0, 
1,0,0, 3_3yJMo2dTPeq8woOW69IA, 0, 4, 2014-06-22, review, 0, 
4,0,3, uOwuJJhGaiAzuaDY7-o14g, 0, 5, 2010-08-08, review, 3, 
0,0,0, uOwuJJhGaiAzuaDY7-o14g, 0, 1, 2010-08-12, review, 0, 
9,1,1, uOwuJJhGaiAzuaDY7-o14g, 0, 4, 2010-11-17, review, 2, 
4,2,1, uOwuJJhGaiAzuaDY7-o14g, 0, 5, 2012-02-10, review, 1, 
5,1,0, uOwuJJhGaiAzuaDY7-o14g, 0, 4, 2013-04-09, review, 1, 
5,0,0, uOwuJJhGaiAzuaDY7-o14g, 0, 2, 2013-05-16, review, 0, 
6,0,3, uOwuJJhGaiAzuaDY7-o14g, 1, 5, 2013-09-23, review, 4, 
2,0,0, uOwuJJhGaiAzuaDY7-o14g, 0, 5, 2014-04-20, review, 0, 
3,0,0, uOwuJJhGaiAzuaDY7-o14g, 0, 5, 2014-07-16, review, 0, 
1,2,0, uOwuJJhGaiAzuaDY7-o14g, 0, 4, 2014-08-19, review, 0, 
2,0,0, DEH4worm2017xT3KHLoyAw, 0, 3, 2008-07-09, review, 2, 
9,2,5, DEH4worm2017xT3KHLoyAw, 5, 3, 2009-12-06, review, 4, 
4,1,4, DEH4worm2017xT3KHLoyAw, 2, 5, 2010-06-01, review, 4, 
3,0,0, DEH4worm2017xT3KHLoyAw, 0, 4, 2010-12-08, review, 0, 
5,1,0, DEH4worm2017xT3KHLoyAw, 0, 4, 2012-02-05, review, 2, 
4,0,1, DEH4worm2017xT3KHLoyAw, 0, 3, 2012-02-22, review, 0, 
2,1,0, DEH4worm2017xT3KHLoyAw, 0, 4, 2013-09-04, review, 0, 
3,2,0, DEH4worm2017xT3KHLoyAw, 0, 1, 2015-01-06, review, 0, 
8,2,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 4, 2010-02-14, review, 1, 
2,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2011-08-07, review, 1, 
0,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2012-05-28, review, 2, 
8,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 4, 2012-06-18, review, 1, 
4,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2012-07-20, review, 0, 
8,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2012-10-30, review, 2, 
3,1,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2012-12-18, review, 2, 
4,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2013-01-09, review, 4, 
2,1,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 4, 2013-05-11, review, 0, 
4,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2013-05-13, review, 2, 
1,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 4, 2013-06-04, review, 0, 
5,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2013-08-02, review, 1, 
5,1,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 4, 2013-11-17, review, 1, 
0,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2014-02-08, review, 1, 
6,2,3, gCiKiqPGAC_ZVt5bBcwnrw, 2, 5, 2014-04-04, review, 8, 
11,3,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 3, 2014-06-03, review, 0, 
7,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2014-09-05, review, 1, 
1,0,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2014-09-13, review, 1, 
8,1,0, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2014-10-01, review, 0, 
12,0,0, gCiKiqPGAC_ZVt5bBcwnrw, 1, 5, 2014-10-19, review, 2, 
8,1,1, gCiKiqPGAC_ZVt5bBcwnrw, 1, 4, 2014-12-21, review, 1, 
5,0,2, gCiKiqPGAC_ZVt5bBcwnrw, 1, 5, 2014-12-25, review, 3, 
11,1,1, gCiKiqPGAC_ZVt5bBcwnrw, 0, 5, 2014-12-27, review, 1, 
4,0,0, rbg3POnoegWx0RQ0KGd0sA, 0, 4, 2007-05-01, review, 1, 
